TIME,Pressão Média,Pressão Máxima,Pressão Mínima
2026-04-04 13:40:24,1017.61 hPa,1017.85 hPa,1017.40 hPa
2026-04-04 14:10:35,1017.24 hPa,1017.40 hPa,1017.03 hPa
2026-04-04 14:10:36,1017.24 hPa,1017.40 hPa,1017.03 hPa
2026-04-04 14:40:48,1016.86 hPa,1017.05 hPa,1016.67 hPa
2026-04-04 15:11:01,1016.52 hPa,1016.67 hPa,1016.38 hPa
2026-04-04 15:41:14,1016.12 hPa,1016.35 hPa,1015.88 hPa
2026-04-04 15:41:14,1016.12 hPa,1016.35 hPa,1015.88 hPa
2026-04-04 15:41:14,1016.12 hPa,1016.35 hPa,1015.88 hPa
2026-04-04 16:11:27,1015.67 hPa,1015.87 hPa,1015.47 hPa
2026-04-04 16:11:27,1015.67 hPa,1015.87 hPa,1015.47 hPa
2026-04-04 16:41:46,1015.31 hPa,1015.47 hPa,1015.16 hPa
2026-04-04 17:11:57,1015.06 hPa,1015.19 hPa,1014.94 hPa
2026-04-04 17:11:57,1015.06 hPa,1015.19 hPa,1014.94 hPa
2026-04-04 17:42:04,1015.04 hPa,1015.17 hPa,1014.97 hPa
2026-04-04 17:42:04,1015.04 hPa,1015.17 hPa,1014.97 hPa
2026-04-04 18:12:10,1015.08 hPa,1015.14 hPa,1015.03 hPa
2026-04-04 18:42:16,1015.15 hPa,1015.22 hPa,1015.07 hPa
2026-04-04 19:12:22,1015.20 hPa,1015.24 hPa,1015.17 hPa
2026-04-04 19:42:28,1015.36 hPa,1015.57 hPa,1015.19 hPa
2026-04-04 19:42:28,1015.36 hPa,1015.57 hPa,1015.19 hPa
2026-04-04 19:42:28,1015.36 hPa,1015.57 hPa,1015.19 hPa
2026-04-04 20:12:34,1015.71 hPa,1015.85 hPa,1015.58 hPa
2026-04-04 20:42:41,1016.03 hPa,1016.31 hPa,1015.89 hPa
2026-04-04 21:12:47,1016.56 hPa,1016.73 hPa,1016.30 hPa
2026-04-04 21:12:47,1016.56 hPa,1016.73 hPa,1016.30 hPa
2026-04-04 21:12:47,1016.56 hPa,1016.73 hPa,1016.30 hPa
2026-04-04 21:42:53,1016.77 hPa,1016.96 hPa,1016.62 hPa
2026-04-04 21:42:53,1016.77 hPa,1016.96 hPa,1016.62 hPa
2026-04-04 21:42:53,1016.77 hPa,1016.96 hPa,1016.62 hPa
2026-04-04 22:13:00,1017.08 hPa,1017.20 hPa,1016.97 hPa
2026-04-04 22:43:06,1017.02 hPa,1017.16 hPa,1016.95 hPa
2026-04-04 23:13:12,1016.89 hPa,1017.00 hPa,1016.83 hPa
2026-04-04 23:13:12,1016.89 hPa,1017.00 hPa,1016.83 hPa
2026-04-04 23:43:18,1016.85 hPa,1016.93 hPa,1016.78 hPa
2026-04-04 23:43:18,1016.85 hPa,1016.93 hPa,1016.78 hPa
2026-04-04 23:43:18,1016.85 hPa,1016.93 hPa,1016.78 hPa
2026-04-05 00:13:24,1016.70 hPa,1016.78 hPa,1016.59 hPa
2026-04-05 00:13:24,1016.70 hPa,1016.78 hPa,1016.59 hPa
2026-04-05 00:43:30,1016.69 hPa,1016.79 hPa,1016.59 hPa
2026-04-05 01:13:37,1016.67 hPa,1016.81 hPa,1016.51 hPa
2026-04-05 01:43:43,1016.41 hPa,1016.52 hPa,1016.32 hPa
2026-04-05 01:43:43,1016.41 hPa,1016.52 hPa,1016.32 hPa
2026-04-05 01:43:43,1016.41 hPa,1016.52 hPa,1016.32 hPa
2026-04-05 02:13:49,1016.30 hPa,1016.36 hPa,1016.26 hPa
2026-04-05 02:43:55,1016.29 hPa,1016.35 hPa,1016.23 hPa
2026-04-05 03:14:07,1016.28 hPa,1016.34 hPa,1016.20 hPa
2026-04-05 04:14:20,1016.05 hPa,1016.12 hPa,1016.00 hPa
2026-04-05 04:14:20,1016.05 hPa,1016.12 hPa,1016.00 hPa
2026-04-05 05:14:32,1016.28 hPa,1016.43 hPa,1016.10 hPa
2026-04-05 05:14:32,1016.28 hPa,1016.43 hPa,1016.10 hPa
2026-04-05 05:44:38,1016.39 hPa,1016.46 hPa,1016.32 hPa
2026-04-05 06:14:44,1016.66 hPa,1016.86 hPa,1016.44 hPa
2026-04-05 06:44:51,1016.99 hPa,1017.20 hPa,1016.83 hPa
2026-04-05 06:44:51,1016.99 hPa,1017.20 hPa,1016.83 hPa
2026-04-05 06:44:51,1016.99 hPa,1017.20 hPa,1016.83 hPa
2026-04-05 07:14:57,1017.21 hPa,1017.26 hPa,1017.17 hPa
2026-04-05 07:45:03,1017.26 hPa,1017.37 hPa,1017.20 hPa
2026-04-05 07:45:03,1017.26 hPa,1017.37 hPa,1017.20 hPa
2026-04-05 08:15:09,1017.41 hPa,1017.47 hPa,1017.34 hPa
2026-04-05 08:45:27,1017.48 hPa,1017.53 hPa,1017.43 hPa
2026-04-05 09:15:39,1017.52 hPa,1017.62 hPa,1017.46 hPa
2026-04-05 09:45:53,1017.56 hPa,1017.64 hPa,1017.50 hPa
2026-04-05 10:16:05,1017.49 hPa,1017.53 hPa,1017.46 hPa
2026-04-05 10:46:18,1017.42 hPa,1017.48 hPa,1017.37 hPa
2026-04-05 11:16:36,1017.36 hPa,1017.45 hPa,1017.29 hPa
2026-04-05 11:16:36,1017.36 hPa,1017.45 hPa,1017.29 hPa
2026-04-05 11:46:43,1017.30 hPa,1017.37 hPa,1017.19 hPa
2026-04-05 12:16:49,1017.11 hPa,1017.25 hPa,1016.99 hPa
2026-04-05 12:46:55,1017.04 hPa,1017.14 hPa,1016.92 hPa
2026-04-05 13:17:01,1016.83 hPa,1016.95 hPa,1016.73 hPa
2026-04-05 13:47:08,1016.52 hPa,1016.77 hPa,1016.35 hPa
2026-04-05 14:17:14,1016.14 hPa,1016.33 hPa,1015.95 hPa
2026-04-05 14:47:20,1015.79 hPa,1015.99 hPa,1015.58 hPa
2026-04-05 14:47:20,1015.79 hPa,1015.99 hPa,1015.58 hPa
2026-04-05 15:17:26,1015.30 hPa,1015.56 hPa,1015.15 hPa
2026-04-05 15:17:26,1015.30 hPa,1015.56 hPa,1015.15 hPa
2026-04-05 15:47:33,1015.04 hPa,1015.23 hPa,1014.81 hPa
2026-04-05 16:17:39,1014.66 hPa,1014.85 hPa,1014.59 hPa
2026-04-05 16:47:45,1014.53 hPa,1014.59 hPa,1014.48 hPa
2026-04-05 17:17:57,1014.27 hPa,1014.48 hPa,1014.14 hPa
2026-04-05 17:17:57,1014.27 hPa,1014.48 hPa,1014.14 hPa
2026-04-05 17:48:03,1014.09 hPa,1014.17 hPa,1014.01 hPa
2026-04-05 17:48:03,1014.09 hPa,1014.17 hPa,1014.01 hPa
2026-04-05 18:18:09,1014.21 hPa,1014.30 hPa,1014.11 hPa
2026-04-05 18:48:15,1014.38 hPa,1014.56 hPa,1014.26 hPa
2026-04-05 18:48:15,1014.38 hPa,1014.56 hPa,1014.26 hPa
2026-04-05 19:18:22,1014.59 hPa,1014.69 hPa,1014.52 hPa
2026-04-05 19:48:28,1014.80 hPa,1015.02 hPa,1014.66 hPa
2026-04-05 19:48:28,1014.80 hPa,1015.02 hPa,1014.66 hPa
2026-04-05 20:18:39,1015.17 hPa,1015.25 hPa,1015.04 hPa
2026-04-05 20:48:46,1015.38 hPa,1015.53 hPa,1015.23 hPa
2026-04-05 20:48:46,1015.38 hPa,1015.53 hPa,1015.23 hPa
2026-04-05 21:18:52,1015.43 hPa,1015.54 hPa,1015.39 hPa
2026-04-05 21:48:58,1015.67 hPa,1015.78 hPa,1015.53 hPa
2026-04-05 21:48:58,1015.67 hPa,1015.78 hPa,1015.53 hPa
2026-04-05 22:19:04,1015.82 hPa,1015.95 hPa,1015.71 hPa
2026-04-05 22:49:11,1015.97 hPa,1016.04 hPa,1015.91 hPa
2026-04-05 23:19:17,1015.94 hPa,1016.03 hPa,1015.89 hPa
2026-04-05 23:49:23,1015.91 hPa,1016.05 hPa,1015.78 hPa
2026-04-05 23:49:23,1015.91 hPa,1016.05 hPa,1015.78 hPa
2026-04-06 00:19:29,1015.79 hPa,1015.85 hPa,1015.73 hPa
2026-04-06 00:19:29,1015.79 hPa,1015.85 hPa,1015.73 hPa
2026-04-06 00:49:35,1015.72 hPa,1015.77 hPa,1015.68 hPa
2026-04-06 01:19:42,1015.65 hPa,1015.74 hPa,1015.61 hPa
2026-04-06 01:49:48,1015.65 hPa,1015.76 hPa,1015.54 hPa
2026-04-06 02:19:54,1015.61 hPa,1015.70 hPa,1015.57 hPa
2026-04-06 02:50:00,1015.48 hPa,1015.62 hPa,1015.36 hPa
2026-04-06 02:50:00,1015.48 hPa,1015.62 hPa,1015.36 hPa
2026-04-06 02:50:00,1015.48 hPa,1015.62 hPa,1015.36 hPa
2026-04-06 03:20:07,1015.37 hPa,1015.51 hPa,1015.25 hPa
2026-04-06 03:50:13,1015.46 hPa,1015.58 hPa,1015.37 hPa
2026-04-06 04:20:19,1015.49 hPa,1015.58 hPa,1015.41 hPa
2026-04-06 04:50:25,1015.66 hPa,1015.79 hPa,1015.51 hPa
2026-04-06 04:50:25,1015.66 hPa,1015.79 hPa,1015.51 hPa
2026-04-06 05:20:31,1015.67 hPa,1015.83 hPa,1015.60 hPa
2026-04-06 05:50:49,1015.85 hPa,1016.14 hPa,1015.65 hPa
2026-04-06 06:20:55,1016.23 hPa,1016.43 hPa,1016.07 hPa
2026-04-06 06:51:01,1016.52 hPa,1016.80 hPa,1016.40 hPa
2026-04-06 07:21:07,1016.93 hPa,1017.04 hPa,1016.78 hPa
2026-04-06 07:51:14,1017.21 hPa,1017.39 hPa,1016.92 hPa
2026-04-06 08:21:20,1017.47 hPa,1017.61 hPa,1017.32 hPa
2026-04-06 08:51:26,1017.58 hPa,1017.72 hPa,1017.49 hPa
2026-04-06 09:21:32,1017.65 hPa,1017.76 hPa,1017.57 hPa
2026-04-06 10:21:45,1017.84 hPa,1017.99 hPa,1017.72 hPa
2026-04-06 10:51:51,1017.75 hPa,1017.94 hPa,1017.60 hPa
2026-04-06 10:51:51,1017.75 hPa,1017.94 hPa,1017.60 hPa
2026-04-06 11:21:57,1017.48 hPa,1017.67 hPa,1017.27 hPa
2026-04-06 11:21:57,1017.48 hPa,1017.67 hPa,1017.27 hPa
2026-04-06 11:52:03,1017.12 hPa,1017.26 hPa,1017.03 hPa
2026-04-06 12:22:10,1016.86 hPa,1017.13 hPa,1016.62 hPa
2026-04-06 12:52:16,1016.39 hPa,1016.60 hPa,1016.23 hPa
2026-04-06 13:22:22,1016.04 hPa,1016.31 hPa,1015.92 hPa
2026-04-06 13:52:28,1015.67 hPa,1015.89 hPa,1015.45 hPa
2026-04-06 14:22:34,1015.27 hPa,1015.51 hPa,1015.11 hPa
2026-04-06 14:52:41,1015.06 hPa,1015.20 hPa,1014.89 hPa
2026-04-06 15:22:47,1014.87 hPa,1015.02 hPa,1014.77 hPa
2026-04-06 15:52:59,1014.81 hPa,1014.88 hPa,1014.69 hPa
2026-04-06 16:23:05,1014.59 hPa,1014.73 hPa,1014.37 hPa
2026-04-06 16:23:05,1014.59 hPa,1014.73 hPa,1014.37 hPa
2026-04-06 16:53:11,1014.32 hPa,1014.45 hPa,1014.18 hPa
2026-04-06 16:53:11,1014.32 hPa,1014.45 hPa,1014.18 hPa
2026-04-06 17:23:23,1014.08 hPa,1014.19 hPa,1014.02 hPa
2026-04-06 18:23:36,1013.78 hPa,1013.97 hPa,1013.67 hPa
2026-04-06 18:53:42,1013.84 hPa,1013.96 hPa,1013.70 hPa
2026-04-06 19:23:48,1013.91 hPa,1014.03 hPa,1013.84 hPa
2026-04-06 19:53:54,1013.92 hPa,1013.99 hPa,1013.81 hPa
2026-04-06 20:24:00,1014.00 hPa,1014.31 hPa,1013.59 hPa
2026-04-06 20:24:00,1014.00 hPa,1014.31 hPa,1013.59 hPa
2026-04-06 20:54:06,1014.45 hPa,1014.63 hPa,1014.29 hPa
2026-04-06 20:54:06,1014.45 hPa,1014.63 hPa,1014.29 hPa
2026-04-06 21:54:19,1014.89 hPa,1015.01 hPa,1014.71 hPa
2026-04-06 22:24:37,1015.02 hPa,1015.12 hPa,1014.93 hPa
2026-04-06 22:54:43,1015.40 hPa,1015.56 hPa,1015.15 hPa
2026-04-06 23:24:57,1015.47 hPa,1015.57 hPa,1015.39 hPa
2026-04-06 23:55:09,1015.50 hPa,1015.62 hPa,1015.37 hPa
2026-04-07 00:25:22,1015.52 hPa,1015.60 hPa,1015.46 hPa
2026-04-07 00:55:42,1015.44 hPa,1015.52 hPa,1015.31 hPa
2026-04-07 01:25:54,1015.49 hPa,1015.63 hPa,1015.32 hPa
2026-04-07 01:56:05,1015.52 hPa,1015.61 hPa,1015.44 hPa
2026-04-07 02:26:32,1015.57 hPa,1015.71 hPa,1015.43 hPa
2026-04-07 02:56:45,1015.58 hPa,1015.70 hPa,1015.46 hPa
2026-04-07 03:27:04,1015.42 hPa,1015.56 hPa,1015.26 hPa
2026-04-07 03:57:16,1014.91 hPa,1015.30 hPa,1014.69 hPa
2026-04-07 04:27:29,1014.69 hPa,1014.76 hPa,1014.62 hPa
2026-04-07 04:57:42,1014.51 hPa,1014.68 hPa,1014.35 hPa
2026-04-07 04:57:42,1014.51 hPa,1014.68 hPa,1014.35 hPa
2026-04-07 05:27:54,1014.50 hPa,1014.63 hPa,1014.42 hPa
2026-04-07 05:27:54,1014.50 hPa,1014.63 hPa,1014.42 hPa
2026-04-07 05:58:07,1014.65 hPa,1014.81 hPa,1014.49 hPa
2026-04-07 06:28:19,1014.98 hPa,1015.17 hPa,1014.80 hPa
2026-04-07 06:58:25,1015.00 hPa,1015.10 hPa,1014.88 hPa
2026-04-07 07:28:32,1015.23 hPa,1015.45 hPa,1015.05 hPa
2026-04-07 07:58:38,1015.49 hPa,1015.63 hPa,1015.34 hPa
2026-04-07 08:28:44,1015.50 hPa,1015.62 hPa,1015.41 hPa
2026-04-07 08:58:50,1015.69 hPa,1015.85 hPa,1015.46 hPa
2026-04-07 08:58:50,1015.69 hPa,1015.85 hPa,1015.46 hPa
2026-04-07 09:28:56,1015.87 hPa,1016.02 hPa,1015.76 hPa
2026-04-07 09:59:03,1015.83 hPa,1015.98 hPa,1015.76 hPa
2026-04-07 10:59:15,1015.99 hPa,1016.16 hPa,1015.91 hPa
2026-04-07 11:29:21,1016.03 hPa,1016.16 hPa,1015.91 hPa
2026-04-07 11:29:21,1016.03 hPa,1016.16 hPa,1015.91 hPa
2026-04-07 11:59:28,1015.76 hPa,1015.97 hPa,1015.62 hPa
2026-04-07 12:29:34,1015.59 hPa,1015.76 hPa,1015.38 hPa
2026-04-07 12:59:40,1015.17 hPa,1015.48 hPa,1014.77 hPa
2026-04-07 13:29:46,1014.37 hPa,1014.76 hPa,1013.93 hPa
2026-04-07 13:59:53,1013.55 hPa,1013.99 hPa,1013.20 hPa
2026-04-07 14:29:59,1012.58 hPa,1013.08 hPa,1012.16 hPa
2026-04-07 15:00:05,1012.21 hPa,1012.40 hPa,1011.90 hPa
2026-04-07 15:30:11,1011.95 hPa,1012.02 hPa,1011.89 hPa
2026-04-07 16:00:17,1011.56 hPa,1011.91 hPa,1011.16 hPa
2026-04-07 16:30:30,1011.18 hPa,1011.42 hPa,1010.93 hPa
2026-04-07 17:00:36,1011.63 hPa,1012.04 hPa,1011.43 hPa
2026-04-07 17:00:36,1011.63 hPa,1012.04 hPa,1011.43 hPa
2026-04-07 17:00:36,1011.63 hPa,1012.04 hPa,1011.43 hPa
2026-04-07 17:30:47,1011.98 hPa,1012.56 hPa,1011.44 hPa
2026-04-07 18:00:54,1013.20 hPa,1013.65 hPa,1012.35 hPa
2026-04-07 18:00:54,1013.20 hPa,1013.65 hPa,1012.35 hPa
2026-04-07 18:31:00,1013.74 hPa,1014.14 hPa,1013.33 hPa
2026-04-07 19:31:12,1014.09 hPa,1014.15 hPa,1013.99 hPa
2026-04-07 20:01:18,1014.01 hPa,1014.16 hPa,1013.88 hPa
2026-04-07 20:31:25,1014.03 hPa,1014.20 hPa,1013.79 hPa
2026-04-07 21:01:31,1014.26 hPa,1014.43 hPa,1014.09 hPa
2026-04-07 21:31:37,1014.75 hPa,1014.86 hPa,1014.46 hPa
2026-04-07 22:01:43,1014.74 hPa,1014.88 hPa,1014.62 hPa
2026-04-07 22:31:50,1014.74 hPa,1014.86 hPa,1014.66 hPa
2026-04-07 22:31:50,1014.74 hPa,1014.86 hPa,1014.66 hPa
2026-04-07 23:01:56,1014.83 hPa,1014.92 hPa,1014.67 hPa
2026-04-07 23:32:02,1014.88 hPa,1014.95 hPa,1014.79 hPa
2026-04-08 00:02:08,1014.53 hPa,1014.79 hPa,1014.26 hPa
2026-04-08 00:32:14,1014.19 hPa,1014.28 hPa,1014.09 hPa
2026-04-08 01:02:20,1014.26 hPa,1014.35 hPa,1014.21 hPa
2026-04-08 01:32:27,1014.17 hPa,1014.27 hPa,1014.07 hPa
2026-04-08 01:32:27,1014.17 hPa,1014.27 hPa,1014.07 hPa
2026-04-08 02:02:38,1014.11 hPa,1014.27 hPa,1014.02 hPa
2026-04-08 02:02:38,1014.11 hPa,1014.27 hPa,1014.02 hPa
2026-04-08 02:32:45,1014.06 hPa,1014.14 hPa,1013.95 hPa
2026-04-08 03:02:51,1013.91 hPa,1014.01 hPa,1013.82 hPa
2026-04-08 03:32:57,1013.89 hPa,1014.00 hPa,1013.80 hPa
2026-04-08 04:03:03,1013.86 hPa,1013.98 hPa,1013.76 hPa
2026-04-08 04:33:10,1013.95 hPa,1014.01 hPa,1013.86 hPa
2026-04-08 05:03:16,1014.09 hPa,1014.26 hPa,1013.98 hPa
2026-04-08 05:03:16,1014.09 hPa,1014.26 hPa,1013.98 hPa
2026-04-08 05:33:22,1014.40 hPa,1014.62 hPa,1014.12 hPa
2026-04-08 05:33:22,1014.40 hPa,1014.62 hPa,1014.12 hPa
2026-04-08 06:03:28,1014.74 hPa,1014.98 hPa,1014.61 hPa
2026-04-08 06:33:35,1015.15 hPa,1015.33 hPa,1014.97 hPa
2026-04-08 06:33:35,1015.15 hPa,1015.33 hPa,1014.97 hPa
2026-04-08 07:33:47,1015.70 hPa,1015.94 hPa,1015.54 hPa
2026-04-08 08:03:53,1016.08 hPa,1016.31 hPa,1015.85 hPa
2026-04-08 08:03:53,1016.08 hPa,1016.31 hPa,1015.85 hPa
2026-04-08 08:33:59,1016.42 hPa,1016.64 hPa,1016.26 hPa
2026-04-08 09:04:06,1016.79 hPa,1016.91 hPa,1016.68 hPa
2026-04-08 09:04:06,1016.79 hPa,1016.91 hPa,1016.68 hPa
2026-04-08 09:34:12,1017.15 hPa,1017.36 hPa,1016.93 hPa
2026-04-08 10:34:24,1017.28 hPa,1017.44 hPa,1017.13 hPa
2026-04-08 10:34:24,1017.28 hPa,1017.44 hPa,1017.13 hPa
2026-04-08 10:34:24,1017.28 hPa,1017.44 hPa,1017.13 hPa
2026-04-08 11:04:42,1017.24 hPa,1017.34 hPa,1017.18 hPa
2026-04-08 11:34:55,1017.11 hPa,1017.22 hPa,1017.02 hPa
2026-04-08 11:34:55,1017.11 hPa,1017.22 hPa,1017.02 hPa
2026-04-08 12:05:07,1016.84 hPa,1017.12 hPa,1016.63 hPa
2026-04-08 12:35:20,1016.44 hPa,1016.69 hPa,1016.30 hPa
2026-04-08 13:05:33,1016.17 hPa,1016.34 hPa,1016.05 hPa
2026-04-08 13:35:52,1015.91 hPa,1016.02 hPa,1015.85 hPa
2026-04-08 14:05:58,1015.73 hPa,1015.96 hPa,1015.55 hPa
2026-04-08 14:36:04,1015.37 hPa,1015.58 hPa,1015.13 hPa
2026-04-08 15:06:10,1015.02 hPa,1015.12 hPa,1014.94 hPa
2026-04-08 15:06:10,1015.02 hPa,1015.12 hPa,1014.94 hPa
2026-04-08 15:36:17,1014.88 hPa,1014.96 hPa,1014.78 hPa
2026-04-08 16:06:23,1014.80 hPa,1014.88 hPa,1014.72 hPa
2026-04-08 17:06:35,1014.64 hPa,1014.77 hPa,1014.55 hPa
2026-04-08 18:06:53,1014.41 hPa,1014.47 hPa,1014.34 hPa
2026-04-08 18:37:05,1014.53 hPa,1014.70 hPa,1014.39 hPa
2026-04-08 19:07:18,1014.65 hPa,1014.75 hPa,1014.59 hPa
2026-04-08 19:37:31,1014.88 hPa,1014.99 hPa,1014.73 hPa
2026-04-08 20:07:51,1015.03 hPa,1015.13 hPa,1014.94 hPa
2026-04-08 20:07:51,1015.03 hPa,1015.13 hPa,1014.94 hPa
2026-04-08 20:37:57,1015.13 hPa,1015.22 hPa,1015.08 hPa
2026-04-08 21:38:21,1015.65 hPa,1015.83 hPa,1015.46 hPa
2026-04-08 22:08:27,1015.95 hPa,1016.06 hPa,1015.83 hPa
2026-04-08 22:38:34,1016.13 hPa,1016.24 hPa,1016.02 hPa
2026-04-08 23:38:46,1016.45 hPa,1016.51 hPa,1016.41 hPa
2026-04-08 23:38:46,1016.45 hPa,1016.51 hPa,1016.41 hPa
2026-04-09 00:08:52,1016.54 hPa,1016.59 hPa,1016.47 hPa
2026-04-09 00:08:52,1016.54 hPa,1016.59 hPa,1016.47 hPa
2026-04-09 00:38:59,1016.58 hPa,1016.62 hPa,1016.55 hPa
2026-04-09 01:09:05,1016.64 hPa,1016.70 hPa,1016.58 hPa
2026-04-09 01:09:05,1016.64 hPa,1016.70 hPa,1016.58 hPa
2026-04-09 01:09:05,1016.64 hPa,1016.70 hPa,1016.58 hPa
2026-04-09 01:39:11,1016.69 hPa,1016.74 hPa,1016.63 hPa
2026-04-09 02:39:24,1016.54 hPa,1016.63 hPa,1016.42 hPa
2026-04-09 03:09:35,1016.46 hPa,1016.52 hPa,1016.43 hPa
2026-04-09 03:39:48,1016.62 hPa,1016.70 hPa,1016.55 hPa
2026-04-09 04:10:08,1016.50 hPa,1016.61 hPa,1016.41 hPa
2026-04-09 04:10:08,1016.50 hPa,1016.61 hPa,1016.41 hPa
2026-04-09 04:40:14,1016.53 hPa,1016.60 hPa,1016.44 hPa
2026-04-09 04:40:14,1016.53 hPa,1016.60 hPa,1016.44 hPa
2026-04-09 05:10:27,1016.55 hPa,1016.60 hPa,1016.47 hPa
2026-04-09 05:40:46,1016.59 hPa,1016.68 hPa,1016.46 hPa
2026-04-09 06:10:51,1016.64 hPa,1016.88 hPa,1016.47 hPa
2026-04-09 07:11:04,1017.63 hPa,1017.92 hPa,1017.35 hPa
2026-04-09 07:41:10,1018.17 hPa,1018.42 hPa,1017.96 hPa
2026-04-09 08:11:16,1018.61 hPa,1018.88 hPa,1018.41 hPa
2026-04-09 08:41:22,1019.06 hPa,1019.17 hPa,1018.89 hPa
2026-04-09 09:11:29,1019.19 hPa,1019.26 hPa,1019.15 hPa
2026-04-09 09:11:29,1019.19 hPa,1019.26 hPa,1019.15 hPa